participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,no I think mine was wrong after all,1492677009.17367
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,should we try i?,1492677010.83269
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,"hmm, okay",1492677012.53395
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,or you mean it is e? :),1492677015.45285
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok lets do i,1492677018.41621
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"Okay, thwn I'll enter mine",1492677020.61654
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,cool,1492677022.49671
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,good,1492677027.78346
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,were we right last time?,1492677041.35204
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,these all sound the same to me!,1492677052.97645
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,not on the joint decision,1492677054.44654
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I pressed i again,1492677055.25781
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,did we say o?,1492677061.22538
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,haha yeah same here,1492677062.41761
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"yes. I thought it was ""E"" course when I heard ""I"" in the instructions, I felt it was not that difficult to recognize :-P",1492677067.76241
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,maybe e?,1492677068.82092
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,no u,1492677068.88349
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,or u..,1492677073.29903
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i guess its u now then,1492677077.97377
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I just enter o everytime! ,1492677078.94009
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,if we were wrong last,1492677081.78896
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,"I think I pressed E, I can't remember",1492677082.91529
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,agree,1492677086.2562
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,this sounded different to me,1492677087.1404
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,It all sounds the same to me..,1492677089.93917
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"ok, i chose last time anyway, lets go with e for this one!",1492677092.60466
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,which one do you want to try?,1492677094.03482
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,yea maybe it was more of an o. I just thought i because it sounded like that before and o was wrong ;),1492677096.32893
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok!,1492677098.21306
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Should we try e again then?,1492677101.04108
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok let's do that then,1492677112.90446
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,probably o,1492677114.26972
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,That's a really good point. Let's go with yours this time.,1492677120.51833
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,alright,1492677121.71874
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok. you dicide this time. you were right before,1492677133.47636
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,okay let's see what happens,1492677144.13245
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,yeah but maybe it is e?,1492677150.42368
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Haha once again,1492677156.419
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I'm sorry I am really bad at this,1492677159.38427
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I pressed e this time,1492677160.74494
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"I guessed i, but not sure now",1492677162.92936
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,"Hmm, I was right the last 2 times on the o/u",1492677165.09905
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,they all sound the exact same,1492677165.50858
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said i,1492677167.45983
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"haha, could be. Why is this so difficult",1492677167.96395
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go for yours,1492677168.5874
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,No worries,1492677169.6276
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"lets try ""e"" then ",1492677180.03489
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,Let's do e,1492677183.48153
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay,1492677188.34112
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok :),1492677188.59278
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i trust your o/us ;),1492677189.30376
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,"let's go with yours, you got the o right last time",1492677192.42924
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"Okay, so I was correct before, and to me it sounded as this same again this time :-)",1492677196.49015
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,im not too sure here,1492677197.63731
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,but ok,1492677198.71233
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"yeah okay, let's do that",1492677210.32856
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Not e I think,1492677239.55393
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,this is tougher,1492677240.11692
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Pressed O but maybe it should be e instead,1492677241.76971
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,lets go for u then,1492677244.80794
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said E,1492677246.09718
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,e has a quite distinct ø sound to me,1492677250.78705
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Lets do that then,1492677251.83968
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,right,1492677254.75039
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I have no idea,1492677258.51213
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,"yeah, youre right",1492677259.35915
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,in the beginning with the samples I felt like the e was more of an ø,1492677280.2338
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"hmmmmm, i don't know anymore haha",1492677282.11756
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,so it's reallz close between those two,1492677289.99429
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,this time i said i,1492677293.83856
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,Exactly,1492677295.41336
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I said O :p,1492677301.471
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"let's try u then. I feel it was different from the ""o"" we had right before ",1492677306.42191
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I have a conspiracy that these are all the same sound over and over again,1492677307.19291
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,maybe :P,1492677309.68236
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I think im right (:,1492677312.01146
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Hahah,1492677313.47516
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go for yours!,1492677315.17054
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,yep!,1492677315.61961
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,You choose this one :-),1492677316.11985
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,what should we decide? I'm not confident about my decision either,1492677323.78705
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,let's try O for the hell of it,1492677327.03977
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,okay,1492677331.28113
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I'll go with yours then ;),1492677339.87761
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"ehmm, let's go with o. I feel a little confident",1492677345.92288
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,okay so I said i again,1492677352.55516
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go o ,1492677353.01366
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,"Okay, this time i think it was O",1492677354.72871
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,"Im not sure, but i don tthink u",1492677360.61984
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Or maybe e,1492677361.03689
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,Haha,1492677362.63962
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,damn it,1492677364.14026
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,ok?,1492677365.31165
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,i think you might be right!,1492677366.09279
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,lets take o then,1492677366.36302
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,yea I put o,1492677371.03392
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok. let's try,1492677373.51654
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,"honestly I don't think it was o, but possibly e?",1492677385.95505
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,might be i,1492677390.65478
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,dont know,1492677391.85404
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,lets go with e,1492677394.7764
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I think so,1492677395.40052
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,right,1492677397.70061
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"haha, oh my... ",1492677399.05239
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,hmm it's tough. ,1492677401.68133
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,i have not a clue,1492677407.41309
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,We haven't tried u yet?,1492677411.18489
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,Should we goi with that?,1492677416.26653
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I didnt pay attention,1492677417.10814
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I tried e this time,1492677421.88342
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I was still thinking about last question,1492677424.47521
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,felt this was pretty i'ish,1492677424.7622
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,"I think it had a bit less nasal component than before, which speaks in favour of o and u",1492677425.96098
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,ha,1492677427.24031
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I keep saying i,1492677428.25351
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,go with that,1492677430.50409
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,let's so with yours this time :P ,1492677433.62807
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,maybe its e,1492677434.62996
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,Let's go with u then ,1492677441.57581
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,No idea,1492677442.14174
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"haha ok, we can only try :)",1492677447.61278
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,But lets go with e,1492677447.75503
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,me niether to be honest,1492677447.80756
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok,1492677451.14572
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok,1492677451.17574
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,"this one i said o, what do you say?",1492677482.63971
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,this is hard haha,1492677483.33314
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I think the clearness varies..,1492677485.79109
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,the last one was hard,1492677488.31377
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,E again,1492677488.44773
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,a lot,1492677488.85991
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"This sounded to nasal to be the i, I think",1492677490.28822
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,yeah,1492677490.5906
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,But it good be O,1492677491.85305
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,but I didnt hear any øishness,1492677500.64705
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,wanna try o?,1492677500.98017
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,true,1492677503.95608
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I think there is a difference between e/i and o/u in the amount of nasal,1492677506.53931
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,lets go for i,1492677506.93086
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,yeah lets do it,1492677509.53451
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,e and e are supposed to be more nasal,1492677522.07178
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,I don't know. how do you hear the difference between O and E?? :P,1492677522.8883
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,"yeah., its probably o",1492677526.68792
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I think it was a good point you made before about the o and u being nasal as a rule of thumb,1492677526.84605
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,e and i i mean,1492677528.35977
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,i don't know if i do haha,1492677536.62049
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay,1492677542.09411
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,i and e being more nasal?,1492677545.72399
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I keep pressing E,1492677546.64475
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,think i heard some muffle ',1492677549.97162
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,but I meant the opposite,1492677551.1024
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"we wnt with mine last, so lets go with e this time?",1492677551.47546
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,not o and u?,1492677551.49847
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,ø,1492677551.62507
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,yes,1492677552.94336
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,hmm,1492677554.96674
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I keep pressing i haha,1492677555.3266
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"haha, ok",1492677558.07881
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,disagree 8),1492677560.47918
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,like u was less nasal than the ones before,1492677561.99161
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,aaaal the time,1492677563.12645
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go with i then?,1492677573.4334
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,with an extra l,1492677573.96297
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I think so,1492677577.475
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"ahh okay, hmm. I have to listen more carefully ",1492677579.42165
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,haha,1492677581.68453
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,"fine with me, very unsure",1492677582.32319
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,lets do e,1492677585.17893
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay,1492677587.70616
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,Now I can't remember the sound we just heard.,1492677594.66967
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,how was that not different? why is e and o so harddd,1492677596.33613
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,Shall we just take a guess?,1492677602.5813
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,This time i pressed I,1492677603.47068
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok let's go for o this time and see how it will play out on the next ones,1492677604.94843
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,maybe we should go e again haha,1492677604.97544
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,this time i said e,1492677605.54221
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,did you hear ø this time?,1492677605.6203
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,HAHA,1492677607.34796
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,yes,1492677609.05927
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Hahahhahahahaa,1492677609.74878
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,yes,1492677611.08595
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I would say,1492677611.64612
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,damnit,1492677613.28698
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,okay,1492677613.74527
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,pretty confident,1492677619.80551
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay pretty sure about I this time,1492677628.80847
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,or not,1492677632.66266
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I think you are correct,1492677639.88871
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,could be u,1492677641.45156
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,was our joint decision right or wrong last time I can't remember?,1492677642.65588
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok haha,1492677648.81226
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,It was right,1492677650.3708
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,then we go for o?,1492677654.2535
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,It was an E then,1492677655.64992
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,its u,1492677661.69289
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,k,1492677667.11501
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"I was about to answer o anyway, so let's go with yours",1492677668.2572
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,okay,1492677673.35161
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok let's do what you think,1492677673.93796
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,I don't know if it's correct. but I feel that the e sound is more like pushing your chin out and the o is more like you pull it in ,1492677673.95597
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I,1492677679.16525
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"does that ,make sense?? :P",1492677683.23399
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,i then,1492677683.30762
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,not sure about this one,1492677690.62677
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,was hard,1492677693.40592
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Fuck,1492677699.08432
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Im not very sure,1492677700.5887
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,right,1492677701.60112
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"haha yeah, they are just weird sounding o's and e's, but lets say e again?",1492677705.47113
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I did O,1492677713.06022
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok,1492677713.30437
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,What made you choose i ?,1492677715.81815
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,you pick one,1492677718.00041
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Don't know why,1492677718.43251
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I heard anything but e,1492677718.44753
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,its never o,1492677720.61657
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,try u?,1492677722.39083
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,kk,1492677724.25626
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"Like, what did you listen for?",1492677725.92768
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I really was not sure,1492677726.6089
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I have decided to always default to e,1492677735.02737
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,yeah,1492677739.65849
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,didnt hear ø,1492677741.13026
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i tihnk its i,1492677742.76006
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,arggghhhhdserwterwoiuhy,1492677746.19465
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,ah okay. We'll try i then :-),1492677747.13972
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,heeeeelp,1492677749.26597
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay. So e the`n?,1492677750.60882
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,sure,1492677756.57312
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,lets go o ,1492677758.81586
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,probably i again,1492677762.71088
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,agree,1492677765.69984
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,"I guess I thought it was similar to e, sligtly lighter. but in this set o and e are also close and it was not so nasal",1492677768.9878
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,i think I'm vowel deaf,1492677769.90116
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,lets go for o,1492677774.22102
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I think you were right,1492677779.18587
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"ok, its so difficult",1492677783.47848
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,"alright, this time I am pretty sure it was I",1492677791.42294
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I already went to i !! haha ups,1492677795.27707
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Lets do it,1492677796.53264
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,sorry,1492677799.92478
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,k,1492677800.18913
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,ery unsure,1492677802.57668
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,same,1492677804.67343
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,very*,1492677805.19229
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok haha. no going back i assume,1492677815.77904
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,should we try o?,1492677818.01704
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,ok,1492677826.10991
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,This is impossible,1492677837.66973
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I thought o or u,1492677843.83176
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"i didn't really hear this,, we should go with yours, o",1492677845.55404
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"ok, we try!",1492677854.03731
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay maybe O or U this time?,1492677861.75827
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"I might be going more on o than u, I think",1492677864.24942
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,but really it could be a trick and all be the same sound for all I know,1492677866.35816
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,true,1492677874.15494
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,probs i ,1492677874.23376
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I can never tell between o and u,1492677874.87661
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Me neither,1492677883.18722
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,hmm maybe o then,1492677883.6112
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,shall we try o ?,1492677883.64022
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,yes,1492677886.24806
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok. I feel Im getting worse every time,1492677886.62996
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,what did you say it was?,1492677886.83045
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,cool,1492677890.29662
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,E.. ,1492677893.94598
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Or O,1492677895.82813
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,which language is this even,1492677895.83514
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,difficult,1492677896.36058
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,veru unsure,1492677896.68873
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said i...,1492677899.09385
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay I dont know,1492677902.60349
